"标题","正文"
"原油期货创上市新高 黑色系走强硅铁涨3.5%","摘要            【原油期货创上市新高 黑色系走强硅铁涨3.5%】东方财富网24日讯，周二商品期货市场走势分化，截至收盘，硅铁涨3.5%，原油、焦炭、焦煤、郑醇、郑煤涨逾2%，螺纹、PVC涨逾1%，热卷、塑料、玻璃、沥青、锰硅上涨。沪铝领跌，跌3.7%，鸡蛋、沪银、沪锡、沪镍跌逾1%，橡胶、豆粕、白糖、玉米、沪铜、菜粕、沪金、铁矿、沪铅、沪锌下跌。                             　　东方财富网24日讯，周二商品期货市场走势分化，截至收盘，硅铁涨3.5%，原油、焦炭、焦煤、郑醇、郑煤涨逾2%，螺纹、PVC涨逾1%，热卷、塑料、玻璃、沥青、锰硅上涨。沪铝领跌，跌3.7%，鸡蛋、沪银、沪锡、沪镍跌逾1%，橡胶、豆粕、白糖、玉米、沪铜、菜粕、沪金、铁矿、沪铅、沪锌下跌。　　原油中期偏强基调难改　　由于原油需求向好，叠加OPEC减产执行率较高，OECD原油库存下降明显，原油市场供需恢复平衡的步伐加快。OPEC秘书长预计石油市场可能在2018年二三季度实现再平衡，快于此前预期的2018年年底。　　二季度消费旺季来临，下游成品油需求旺盛。截至4月13日当周，美国汽油需求量为927.3万桶/天，较之前一周上涨7万桶/天，高于过去五年均值；馏分油需求量为417万桶/天，较前一周增加28.3万桶/天，上涨至过去五年均值以上。需求大增带动成品油库存下滑，美国汽油库存为2.38935亿桶，较前一周小幅上涨45.8万桶；馏分油库存为1.28447亿桶，较前一周大幅减少104.4万桶，低于过去五年均值线。　　受地缘危机影响，叠加原油基本面向好，市场乐观情绪升温，油价上涨，WTI原油期货投机性净多头大幅增加。截至4月17日当周，纽约商品交易所原油期货非商业净多持仓为728131手，较前一周大幅增加21051手，连续两周上升，其中多头仓位增加13640手，空头仓位减少7411手。　　叙利亚战事背后的逻辑是美俄在中东利益冲突加剧，中东局势不容乐观，地缘政治因素仍是油价的有力支撑。此外，国际原油基本面好转，OPEC减产执行情况较好，去库存效果显著，预计油市供需将加速恢复平衡。另外，美国成品油需求旺季来临，加之炼厂开工率持续回升，原油需求向好，利多油市。综合来看，短期随着叙利亚紧张局势的缓和，油价或小幅回调，但中长期来看基本面好转和中东局势动荡的隐患，仍将支撑油价，预计油价会振荡偏强运行。　　螺纹钢整体将振荡下行　　1—3月，中钢协预估的国内粗钢日均产量数据明显低于国家统计局披露的数据。事实上，中钢协预估产量与统计局披露产量数据之间的差异长期存在，中钢协对2017年11—12月产量预估偏高，但对2017年全年产量预估偏低，这主要是2017年钢厂盈利过高刺激钢铁产量释放。鉴于目前钢厂盈利仍在高位，我们认为2018年粗钢产量创新高的潜力很大，虽然中钢协粗钢产量预估值仍然会偏低，但难以掩盖钢铁市场供过于求的局面。　　在去杠杆的政策环境之下，国内钢铁需求难以长期维持在高位。2018年的宏观政策基调总体上偏紧，目前来看不会走信贷扩张刺激的老路。以环保政策为杠杆撬动的供给侧改革仍然是化解通缩压力的重要手段。　　钢材市场去库存进程在4月明显加速，延后释放的需求有利于钢材去库存，但各地去库存状况略有差异，华南地区建筑钢材库存居高难下，雨季逐步临近，需求趋于转淡，高位库存将始终是钢市运行的隐患。总体上，在4月需求如此集中释放之后，5—6月需求环比4月有回落压力，而钢厂高炉复产从4月初开始已呈蓄势待发之势，随着钢厂高炉复产逐步增多，且需求亢奋状态难以长期保持，钢材去库存速度将会逐步放缓，保守估计去库存速度将逐步降至去年同期甚至更低水平，对钢价上行构成明显的制约。后期，若钢材去库存进程出现边际上的重大变化，市场预期将会发生突变。　　影响2018年二季度钢材期价表现的最大核心变量来自于宏观层面的不确定性，市场风险因素层出不穷，只有钢材库存大幅下降才能对期价提供支撑，但仍然难以完全抵御宏观利空因素的致命冲击。预计RB1810合约将在2800—3800元/吨范围内运行。期价上行空间小下行空间大，且由于基差并未发展到限制期价下行的地步，因此螺纹钢期价整体将振荡下行，呈现出远月贴水的价差结构。                                            (责任编辑：DF350)"
"硅铁：价格可能会重回弱势震荡","　　1、基本面：月末资金周转压力，以及市场仍有部分低价资源拖累主流报价，再加上五一小长假将至，难保下游不会有拖延采购进而压价的操作；偏空。 　　2、基差：现货价格6000，基差-174，现货贴水期货；偏空。 　　3、库存：仓单6张，厂家减产力度加大，目前厂家普遍暂无库存压力；偏多。 　　4、盘面：20日线向下，期价在20日线上方运行；中性。 　　5、主力持仓：主力持仓净空，空减；偏空。  　　6、结论：短期需关注厂家出货情况以及钢招进展情况，价格可能会重回弱势震荡。硅铁1805:宽幅震荡，6000-6300区间操作。                                            (责任编辑：DF350)"
"硅铁：价格或会重回弱势震荡","　　1、基本面：硅铁整体仍处于供过于求的局面，钢厂方面减停产频频，对于合金采购压价心态较强；偏空。 　　2、基差：现货价格6000，基差-110，现货贴水期货；偏空。 　　3、库存：仓单6张，厂家减产力度加大，库存开始有所消化；中性。 　　4、盘面：20日线向下，期价在20日线上方运行；中性。 　　5、主力持仓：主力持仓净空，空减；偏空。  　　6、结论：短期需关注厂家出货情况以及钢招进展情况，价格可能会重回弱势震荡。硅铁1805:宽幅震荡，6000-6300区间操作。                                            (责任编辑：DF350)"
"硅铁：价格可能会重回弱势震荡","　　1、基本面：硅铁整体仍处于供过于求的局面，钢厂方面减停产频频，对于合金采购压价心态较强；偏空。 　　2、基差：现货价格6000，基差-150，现货贴水期货；偏空。 　　3、库存：仓单6张，厂家减产力度加大，库存开始有所消化；中性。 　　4、盘面：20日线向下，期价在20日线上方运行；中性。 　　5、主力持仓：主力持仓净空，空增；偏空。  　　6、结论：前期价格上涨跟需求并无太大关系，而没有需求支撑，价格可能会重回弱势震荡。硅铁1805:宽幅震荡，6050-6350区间操作。                                            (责任编辑：DF350)"
"硅铁：厂家或有一定程度挺价","　　1、基本面：终端钢厂当前环保风暴逐级上升，市场采购情绪偏弱；偏空。 　　2、基差：现货价格6000，基差-500，现货贴水期货；偏空。 　　3、库存：仓单6张，厂家减产力度加大，库存开始有所消化；中性。 　　4、盘面：20日线向上，期价在20日线上方运行；偏多。 　　5、主力持仓：主力持仓净空，空增；偏空。  　　6、结论：短期内预计下周在供应端环保减停产提振下，下周市场低价资源或将有所减少，厂家或有一定程度挺价，但有待观望。硅铁1805:日内轻仓逢低试多。                                            (责任编辑：DF350)"
"商品期货走势分化硅铁领涨 双粕尾盘拉升","摘要            【商品期货走势分化硅铁领涨 双粕尾盘拉升】东方财富网17日讯，周二商品期货市场走势分化，硅铁领涨，双粕尾盘急速拉升，截至收盘，硅铁涨4.70%，动力煤涨2.74%，沪铝涨2.40%，锰硅、豆粕、菜粕、焦炭、沪锡、沪铅涨逾1%，沪铜、沪锌、PTA等上涨；橡胶、铁矿石、白糖、棕榈跌逾1%，PP、塑料、螺纹钢等下跌。                             　　东方财富网17日讯，周二商品期货市场走势分化，硅铁领涨，双粕尾盘急速拉升，截至收盘，硅铁涨4.70%，动力煤涨2.74%，沪铝涨2.40%，锰硅、豆粕、菜粕、焦炭、沪锡、沪铅涨逾1%，沪铜、沪锌、PTA等上涨；橡胶、铁矿石、白糖、棕榈跌逾1%，PP、塑料、螺纹钢等下跌。　　动力煤短期反弹空间有限　　从基本面来看，南华期货分析师张元桐解释，供应方面，目前山西多地煤矿企业通过点对点签订合同试图将煤炭销往河北、山东等省，但销售状况依然不容乐观；库存方面，主要中转港口库存依旧居高不下，秦港库存稳定维持650万吨水平，不过中短期有望掉头向下；下游电厂库存上周小幅回调，但周平均仍维持1400万吨以上，煤炭日耗稳中有升，推升北方港口锚地及预到船舶数量均止跌企稳，收紧进口煤，将提高内贸煤需求占比，对高企的库存消化有积极作用，将对煤价提供支撑。　　华泰期货分析师孙宏园分析，目前周边市场情绪不稳加之现货疲软继续拖累盘面，但上周五盘后二类口岸进口煤限制的消息重燃市场试多热情。其实有关二类口岸进口煤限制的消息3月下旬就开始放出，但当时只是局部地区，市场影响有限，二类口岸进口煤占比20-30%，如果各地陆续启动限制，对淡季煤价下跌能够起到一定的缓冲，但考虑到供给侧改革对进口煤的定义就是多停少补，二类口岸间歇性限制对市场只是一个弹性调节，趋势性逆转很难。　　“对于9月合约来说，虽然是季节性旺季合约，但在终端地产基建大周期下行预期下反弹空间料将有限，短期关注二类口岸进口限制对现货市场情绪的影响以及淡季电厂日耗回升的持续性。”他说。　　“上周，动力煤期货主力合约已由1805过渡至1809合约，虽然移仓导致1809合约持续下探，但进口煤收紧政策利好促使多头力量爆发，煤价基本见底，但高库存仍然施压，宏观施压工业用电需求，水电释放情况有待观测，凭借夏季用煤需求的持续好转，5月后煤价有望止跌转升。”张元桐预计。　　玉米期价短期难有起色　　“玉米市场正式进入拍卖季，玉米市场供需格局将要改变。从拍卖情况来看，上周玉米拍卖成交火爆，二等玉米大多溢价成交，一定程度上支撑国内玉米现货价格，延缓玉米跌势。”方正中期期货研究指出，随着临储玉米投放的正式启动，虽然玉米尚未投放到市场，玉米供给和需求方面也都发生了明显的变化，玉米供给出现了明显的增加。3月中旬以来，市场就弥漫着抛储气息，基层农户和贸易商囤货风险加大，惜售情绪出现明显松动，出货较为积极，南北方港口玉米库存出现了明显下降。　　不过，玉米需求也出现相对疲软的态势。究其原因，方正中期期货研究称，首先，随着玉米抛储临近，玉米市场看空情绪浓厚，深加工企业和饲料养殖企业玉米尚都处于安全库存，并不急于继续建仓，随买随用。其次，尽管3月中旬深加工补贴落地，深加工企业利润出现好转，但大多企业仍处于盈亏平衡状态，对于玉米采购积极性不佳。再次，饲料养殖方面更是较为惨淡，2018年以来生猪价格连续大跌，养殖利润亏损持续扩大，能繁母猪和生猪存栏量持续下滑，对于玉米需求一直较为疲软。　　据该机构预计，规模性玉米拍卖启动以后，玉米供需格局由阶段性偏紧转为宽松。玉米期货1809合约预计承压运行。操作上，建议空单持有为主。                                            (责任编辑：DF350)"
"黑色系小品种大爆发 硅铁涨停锰硅涨近5%","摘要            【黑色系小品种大爆发 硅铁涨停锰硅涨近5%】东方财富网13日讯，周五商品期货市场多数上涨，截至收盘，硅铁涨停，涨6.03%，锰硅涨4.73%，沪镍、沪铝、螺纹、热卷、焦炭、郑醇、铁矿、玻璃、鸡蛋等涨逾1%，原油、橡胶、玉米、菜粕、焦煤等上涨。沪锌跌1.8%，豆二跌1.20%，沪银、沪金、沪铅、沪铜、PVC、白糖、塑料、沪锡等下跌。                             　　东方财富网13日讯，周五商品期货市场多数上涨，截至收盘，硅铁涨停，涨6.03%，锰硅涨4.73%，沪镍、沪铝、螺纹、热卷、焦炭、郑醇、铁矿、玻璃、鸡蛋等涨逾1%，原油、橡胶、玉米、菜粕、焦煤等上涨。沪锌跌1.8%，豆二跌1.20%，沪银、沪金、沪铅、沪铜、PVC、白糖、塑料、沪锡等下跌。　　国内铝价二季度上涨概率大　　多位业内人士表示，国内铝市短期可能呈现近强远弱格局。　　“总体来看，供应在6月份开始面临压力，消费又无法使库存出现超预期的降幅，甚至在3季度还会有累库的风险。沪铝短期可能受国内去库叠加外盘铝短缺因素，有利好铝价，偏强一些，但是中期来看，国内铝价面临不小的压力。”永安期货有色金属分析师蒋欣诚认为。　　“我们预计二季度铝价大概率是上涨的。”东证期货铝分析师孙伟东分析，首先，铝价在成本线附近运行，处于相对底部。其次，尽管有部分新增产能以及采暖季复产产能在二季度投放，但受到去年供给侧改革的影响，今年二季度原铝供给量同比预计仍有所减少。　　“而从需求来看，二季度是铝下游需求的旺季，因此我们预计，随着下游企业的订单以及开工逐渐回暖，会造成铝锭库存的下降。根据我们测算，二季度库存降幅可能达到20万吨至40万吨。铝价也会随着库存的企稳、下降而获得上行动能。”孙伟东说。　　从铝价走势对相关股票投资的影响来看，孙伟东分析，对于铝行业来说，股票表现与期货价格走势具有很高的关联度。我们对二季度铝价看好，因此预计在此期间与铝相关的股票也会有较好的表现。尤其可以关注今年有新增电解铝产能投产的上市企业，以及具有深加工能力的下游铝材企业。　　“不过投资者需要注意的是，从今年全年来看，铝行业总体可能仍处于供需平衡的状态，因此铝价全年涨幅预计有限。”他说。　　苹果供需格局或重塑　　苹果是我国北方地区主要种植水果，对于陕西、甘肃、山东等地农村地区的就业和民生起到很大作用，2006年至2015我国苹果价格总体现货呈现震荡上涨态势，果农种植收益不断提高，种植积极性提高带动种植面积不断增加。　　“按照果树的生长规律，几年前种下的果树将陆续实现挂果，产量也将进一步增加，由此可以看出，若天气正常，2018/2019年我国苹果依旧难改2016/2017年以来的供大于求的局面。但此次冻害重创苹果主要产区，从各家机构调研来看，灾害已经对产量和优果率产生较大实质性影响，2018/2019年苹果供需格局有望从宽松转向平衡。”南华期货表示。　　鉴于上述分析，南华期货表示，本周西北地区、华北地区早春冻害将对苹果基本面产生深远影响，对苹果1805合约的影响主要是通过早熟苹果和其他北方水果受冻减产，从而减少冷库富士后期替代品竞争压力，当前市场上出现了久违的存货商、炒货客商积极询价现象，表明部分贸易商改变了对后市的悲观态度，市场信心得到一定增强。对苹果1810合约的影响主要是通过减产降低优果率来提高采摘季收购价格。总体来看，此前预计的2018/2019年供需宽松格局被此次冻害打破，采摘季优果率低将难以避免，预期供需格局被重塑，届时好果收购价将得到明显支撑。　　瑞达期货分析师表示，从国内主产区来看，现货市场苹果价格保持稳定，果农库存较高，随着清明节结束，果农急售心理加强，但好果价格优势明显，市场仍以质论价；临近5月苹果交割，交割物将成为市场的关注点，其中陕西和山东的纸袋苹果仓单成本过高，预计将造成一定的交割压力，且叠加临近限仓等因素。不过，由于近期北方苹果产区受到降温影响，市场多头炒作将延续。操作上，建议在苹果期货1810合约可逢低做多，目标位看至7200元/吨，止损120点附近。                                            (责任编辑：DF350)"
